                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.74554,                0.48172,                 1.8227,                0.87045,                0.96282,                0.97359,                0.67666,                 1.9999,                 1.2195,                 2.5293,               0.004984,               0.004984,               0.004984
                    154,                0.74762,                0.48357,                 1.8225,                0.86802,                 0.9644,                0.97342,                0.67827,                 1.9982,                 1.2151,                 2.5289,               0.004951,               0.004951,               0.004951
                    155,                0.74717,                0.48286,                 1.8263,                0.86953,                0.96282,                0.97331,                0.67804,                 1.9963,                 1.2162,                 2.5277,               0.004918,               0.004918,               0.004918
                    156,                0.75068,                0.48496,                 1.8272,                 0.8682,                0.96414,                0.97282,                 0.6768,                 1.9962,                 1.2254,                 2.5273,               0.004885,               0.004885,               0.004885
                    157,                0.75467,                0.48929,                 1.8324,                0.87001,                 0.9644,                0.97403,                0.67799,                 1.9984,                 1.2138,                 2.5283,               0.004852,               0.004852,               0.004852
                    158,                0.74279,                0.47977,                 1.8264,                0.87162,                0.96282,                0.97381,                0.67706,                 1.9998,                 1.2143,                 2.5317,               0.004819,               0.004819,               0.004819
                    159,                0.74883,                0.48654,                 1.8323,                0.87023,                0.97231,                0.97377,                0.67693,                 2.0004,                 1.2102,                 2.5339,               0.004786,               0.004786,               0.004786
                    160,                0.74664,                 0.4755,                 1.8233,                0.87297,                0.96776,                0.97393,                0.67688,                 2.0007,                 1.2197,                 2.5349,               0.004753,               0.004753,               0.004753
                    161,                0.74378,                0.47863,                 1.8223,                0.87356,                0.96915,                0.97358,                0.67655,                  2.001,                 1.2173,                 2.5387,                0.00472,                0.00472,                0.00472
                    162,                0.74612,                0.48138,                  1.826,                0.87496,                 0.9644,                0.97313,                0.67626,                 2.0006,                 1.2162,                 2.5379,               0.004687,               0.004687,               0.004687
                    163,                0.72902,                0.47101,                 1.8183,                0.87357,                0.96282,                0.97259,                0.67711,                 2.0014,                 1.2218,                 2.5377,               0.004654,               0.004654,               0.004654
                    164,                0.73875,                0.47504,                 1.8185,                0.87445,                0.96426,                0.97354,                0.67739,                 2.0025,                 1.2184,                 2.5403,               0.004621,               0.004621,               0.004621
                    165,                0.72689,                0.46514,                 1.8158,                0.87413,                0.96835,                0.97383,                0.67752,                 2.0026,                 1.2221,                   2.54,               0.004588,               0.004588,               0.004588
                    166,                0.73764,                  0.473,                 1.8202,                0.87395,                0.96677,                0.97328,                0.67631,                 2.0041,                 1.2331,                 2.5396,               0.004555,               0.004555,               0.004555
                    167,                0.72965,                0.47378,                 1.8261,                0.87319,                0.96835,                 0.9728,                 0.6756,                 2.0038,                 1.2261,                 2.5408,               0.004522,               0.004522,               0.004522
                    168,                0.72868,                0.47063,                 1.8269,                0.86884,                0.95902,                0.97069,                0.67568,                 2.0027,                 1.2289,                  2.543,               0.004489,               0.004489,               0.004489
                    169,                0.73258,                0.47113,                 1.8323,                0.87091,                0.96076,                0.97034,                0.67433,                 2.0016,                 1.2307,                 2.5419,               0.004456,               0.004456,               0.004456
                    170,                0.72616,                0.47213,                 1.8228,                0.87113,                0.95807,                0.97174,                 0.6757,                 2.0027,                 1.2279,                 2.5464,               0.004423,               0.004423,               0.004423
                    171,                0.72798,                0.46742,                 1.8281,                0.87247,                0.95886,                0.97389,                0.67749,                 2.0009,                 1.2318,                 2.5493,                0.00439,                0.00439,                0.00439
                    172,                0.73461,                0.47556,                 1.8293,                0.86885,                0.95965,                0.97224,                0.67705,                 2.0008,                 1.2337,                 2.5513,               0.004357,               0.004357,               0.004357
                    173,                0.72315,                0.46596,                 1.8181,                0.86742,                0.95807,                0.97135,                0.67757,                 1.9999,                 1.2312,                 2.5495,               0.004324,               0.004324,               0.004324
                    174,                0.71953,                0.46065,                 1.8207,                 0.8674,                0.95744,                0.97123,                0.67604,                 1.9987,                 1.2347,                 2.5478,               0.004291,               0.004291,               0.004291
                    175,                0.72465,                0.46778,                  1.822,                0.86786,                0.96282,                0.97264,                0.67711,                 2.0002,                 1.2316,                 2.5481,               0.004258,               0.004258,               0.004258
                    176,                0.71337,                0.46123,                 1.8062,                0.86882,                0.96203,                0.97192,                0.67626,                 2.0037,                 1.2386,                 2.5535,               0.004225,               0.004225,               0.004225
                    177,                0.71399,                0.45703,                 1.8133,                0.86631,                0.95649,                0.97315,                0.67732,                  2.007,                  1.228,                 2.5563,               0.004192,               0.004192,               0.004192
                    178,                0.71556,                0.46539,                 1.8131,                0.86732,                0.96519,                0.97073,                0.67333,                 2.0053,                 1.2476,                 2.5532,               0.004159,               0.004159,               0.004159
                    179,                0.71785,                0.46048,                 1.8186,                0.86664,                0.95649,                0.97128,                0.67178,                 2.0058,                 1.2847,                 2.5544,               0.004126,               0.004126,               0.004126
                    180,                 0.7118,                0.45646,                 1.8116,                0.86565,                0.96344,                0.97207,                0.67268,                 2.0077,                 1.2631,                 2.5549,               0.004093,               0.004093,               0.004093
                    181,                0.71568,                0.46192,                  1.814,                0.86835,                0.95886,                0.97184,                0.67311,                 2.0088,                 1.2701,                 2.5515,                0.00406,                0.00406,                0.00406
                    182,                0.71012,                0.45533,                 1.8103,                0.86839,                 0.9657,                0.97324,                0.67409,                 2.0077,                 1.2539,                 2.5527,               0.004027,               0.004027,               0.004027
                    183,                0.70492,                0.45639,                 1.8118,                0.86654,                0.96123,                0.97277,                0.67491,                 2.0081,                 1.2564,                 2.5542,               0.003994,               0.003994,               0.003994
                    184,                0.70714,                0.45256,                 1.8133,                0.86859,                0.96519,                0.97228,                0.67353,                 2.0073,                  1.256,                 2.5556,               0.003961,               0.003961,               0.003961
                    185,                0.70496,                0.45005,                 1.8191,                0.87023,                0.96044,                0.97216,                0.67368,                 2.0075,                 1.2521,                 2.5602,               0.003928,               0.003928,               0.003928
                    186,                 0.7102,                0.45527,                 1.8156,                0.86622,                0.95277,                0.96999,                0.67262,                 2.0081,                 1.2528,                 2.5604,               0.003895,               0.003895,               0.003895
                    187,                  0.707,                0.45697,                 1.8135,                0.86587,                0.95016,                0.96933,                 0.6709,                 2.0068,                 1.2626,                 2.5631,               0.003862,               0.003862,               0.003862
                    188,                0.70625,                0.45431,                 1.8172,                0.86696,                0.95649,                0.97135,                0.67135,                 2.0077,                 1.2694,                 2.5631,               0.003829,               0.003829,               0.003829
                    189,                0.70509,                0.45177,                 1.8161,                 0.8676,                0.95965,                0.97094,                0.66902,                 2.0069,                 1.2667,                 2.5648,               0.003796,               0.003796,               0.003796
                    190,                0.70766,                 0.4553,                 1.8135,                0.86811,                0.95813,                0.97033,                  0.669,                 2.0075,                 1.2635,                 2.5663,               0.003763,               0.003763,               0.003763
                    191,                0.70018,                0.44486,                 1.8062,                0.86854,                0.95807,                0.97144,                0.67194,                 2.0074,                 1.2617,                  2.568,                0.00373,                0.00373,                0.00373
                    192,                0.69695,                 0.4439,                 1.8081,                0.86794,                0.96711,                0.97197,                0.67333,                 2.0092,                 1.2638,                  2.571,               0.003697,               0.003697,               0.003697
                    193,                0.69491,                 0.4467,                 1.8125,                  0.867,                0.96442,                0.97069,                0.67405,                 2.0102,                 1.2578,                 2.5716,               0.003664,               0.003664,               0.003664
                    194,                0.68891,                0.43755,                 1.8015,                0.86845,                0.96123,                0.97121,                0.67261,                 2.0099,                  1.268,                 2.5726,               0.003631,               0.003631,               0.003631
                    195,                0.69241,                0.44248,                 1.7998,                0.86744,                0.96044,                0.97346,                 0.6746,                 2.0098,                 1.2722,                 2.5709,               0.003598,               0.003598,               0.003598
                    196,                0.68657,                0.44352,                 1.7983,                0.86856,                0.95886,                 0.9725,                0.67421,                 2.0093,                 1.2772,                 2.5736,               0.003565,               0.003565,               0.003565
                    197,                0.68338,                0.43975,                 1.8021,                0.86723,                0.96123,                  0.974,                0.67695,                 2.0112,                 1.2698,                 2.5727,               0.003532,               0.003532,               0.003532
                    198,                0.68693,                0.43748,                 1.8019,                0.86903,                0.96598,                0.97383,                0.67562,                 2.0117,                 1.2652,                 2.5741,               0.003499,               0.003499,               0.003499
                    199,                0.68334,                0.43635,                 1.7972,                0.86902,                0.96598,                0.97452,                 0.6752,                 2.0121,                 1.2691,                 2.5763,               0.003466,               0.003466,               0.003466
                    200,                0.67962,                 0.4317,                 1.8034,                0.87153,                0.96598,                 0.9738,                0.67601,                 2.0116,                 1.2746,                 2.5756,               0.003433,               0.003433,               0.003433
                    201,                0.68156,                0.43496,                 1.7976,                   0.87,                0.96361,                0.97076,                0.67358,                 2.0119,                 1.2827,                 2.5725,                 0.0034,                 0.0034,                 0.0034
                    202,                 0.6809,                0.43658,                 1.8061,                0.87014,                0.97073,                0.97407,                 0.6759,                 2.0115,                 1.2789,                 2.5737,               0.003367,               0.003367,               0.003367
                    203,                0.67335,                0.42801,                 1.8021,                0.87018,                0.96519,                 0.9722,                 0.6764,                 2.0128,                 1.2728,                  2.576,               0.003334,               0.003334,               0.003334
                    204,                0.67495,                0.42658,                 1.7972,                0.87251,                0.97231,                0.97429,                0.67941,                 2.0134,                 1.2737,                  2.576,               0.003301,               0.003301,               0.003301
                    205,                0.66847,                 0.4236,                 1.7921,                0.87322,                0.96992,                0.97377,                0.67914,                 2.0125,                 1.2773,                 2.5749,               0.003268,               0.003268,               0.003268
                    206,                0.66963,                0.42649,                 1.7964,                0.87152,                0.96598,                0.97401,                0.67926,                 2.0139,                 1.2752,                 2.5773,               0.003235,               0.003235,               0.003235
                    207,                0.67455,                0.42476,                 1.7943,                 0.8718,                0.96835,                0.97336,                0.67811,                 2.0143,                 1.2834,                 2.5793,               0.003202,               0.003202,               0.003202
                    208,                0.66982,                0.42248,                 1.8011,                0.87109,                0.96203,                0.97367,                0.67731,                 2.0153,                 1.2859,                 2.5809,               0.003169,               0.003169,               0.003169
                    209,                0.66938,                0.42564,                    1.8,                0.86996,                0.96835,                 0.9733,                0.67827,                  2.016,                 1.2876,                 2.5831,               0.003136,               0.003136,               0.003136
                    210,                0.66757,                0.42531,                 1.7997,                0.87073,                 0.9699,                0.97268,                0.67586,                  2.016,                 1.2861,                 2.5836,               0.003103,               0.003103,               0.003103
                    211,                0.66713,                0.42115,                 1.7948,                0.87199,                0.96677,                0.97469,                0.67706,                  2.015,                 1.2812,                 2.5848,                0.00307,                0.00307,                0.00307
                    212,                0.66966,                0.42478,                 1.8048,                 0.8713,                0.96756,                0.97401,                 0.6786,                 2.0139,                 1.2949,                 2.5835,               0.003037,               0.003037,               0.003037
                    213,                0.66206,                0.42008,                 1.8002,                0.87089,                0.96756,                0.97426,                0.67955,                 2.0137,                 1.2942,                  2.583,               0.003004,               0.003004,               0.003004
                    214,                0.66045,                0.42214,                 1.7943,                 0.8706,                0.96756,                0.97521,                0.67978,                 2.0123,                 1.2967,                 2.5909,               0.002971,               0.002971,               0.002971
                    215,                0.66015,                0.41942,                 1.7991,                0.86682,                0.96282,                0.97355,                0.67854,                 2.0132,                 1.3001,                 2.5963,               0.002938,               0.002938,               0.002938
                    216,                0.64729,                0.40851,                 1.7898,                 0.8691,                0.96122,                0.97238,                0.67715,                 2.0142,                  1.311,                 2.5982,               0.002905,               0.002905,               0.002905
                    217,                0.65529,                0.41423,                 1.7904,                0.86771,                0.96756,                0.97371,                0.67854,                 2.0168,                 1.3188,                 2.6019,               0.002872,               0.002872,               0.002872
                    218,                0.65259,                0.40956,                 1.7918,                0.86484,                0.96677,                0.97266,                0.67691,                 2.0163,                 1.3362,                 2.6049,               0.002839,               0.002839,               0.002839
                    219,                0.64849,                0.41362,                 1.7886,                0.86716,                0.96994,                0.97156,                0.67747,                 2.0164,                  1.318,                 2.6058,               0.002806,               0.002806,               0.002806
                    220,                0.64322,                0.40199,                 1.7839,                0.87014,                0.96994,                0.97228,                0.67814,                 2.0154,                 1.3207,                 2.6037,               0.002773,               0.002773,               0.002773
                    221,                0.64603,                0.40413,                 1.7846,                0.87055,                0.96282,                0.97271,                0.67823,                  2.016,                 1.3156,                 2.6016,                0.00274,                0.00274,                0.00274
                    222,                0.65249,                0.40668,                 1.7844,                0.87342,                0.96598,                0.97483,                0.67986,                 2.0173,                 1.3172,                 2.6055,               0.002707,               0.002707,               0.002707
                    223,                0.64746,                0.40353,                  1.782,                0.87154,                0.96598,                0.97641,                0.68167,                  2.017,                 1.3125,                 2.6095,               0.002674,               0.002674,               0.002674
                    224,                0.64334,                0.40188,                 1.7818,                0.87153,                0.96915,                0.97462,                0.67927,                 2.0146,                 1.3276,                 2.6102,               0.002641,               0.002641,               0.002641
                    225,                0.63838,                0.40489,                 1.7804,                0.87114,                0.96807,                0.97452,                0.67999,                 2.0151,                 1.3338,                 2.6125,               0.002608,               0.002608,               0.002608
                    226,                0.63692,                0.39932,                 1.7808,                0.87144,                0.97067,                 0.9742,                0.67994,                 2.0158,                 1.3259,                 2.6155,               0.002575,               0.002575,               0.002575
                    227,                0.63823,                 0.3986,                 1.7774,                0.87058,                 0.9731,                0.97694,                0.68335,                 2.0164,                 1.3256,                 2.6209,               0.002542,               0.002542,               0.002542
                    228,                0.63297,                 0.3946,                 1.7795,                0.86959,                0.97389,                0.97506,                0.68134,                 2.0166,                 1.3287,                 2.6222,               0.002509,               0.002509,               0.002509
                    229,                0.62795,                0.39316,                 1.7719,                0.86853,                0.96835,                0.97327,                0.67708,                 2.0167,                 1.3316,                 2.6216,               0.002476,               0.002476,               0.002476
                    230,                0.63144,                0.39633,                  1.784,                0.86812,                0.97073,                0.97372,                0.67909,                 2.0167,                 1.3396,                 2.6235,               0.002443,               0.002443,               0.002443
                    231,                0.63203,                0.39471,                 1.7827,                0.86611,                0.96677,                0.97392,                0.67841,                 2.0171,                 1.3401,                 2.6255,                0.00241,                0.00241,                0.00241
                    232,                0.62895,                0.39419,                 1.7818,                0.86537,                0.96598,                0.97227,                0.67658,                 2.0176,                   1.35,                 2.6247,               0.002377,               0.002377,               0.002377
                    233,                0.62166,                0.38644,                 1.7797,                0.86624,                0.96677,                0.97381,                0.67765,                 2.0205,                 1.3436,                 2.6284,               0.002344,               0.002344,               0.002344
                    234,                0.62263,                 0.3891,                 1.7754,                0.86838,                0.97085,                0.97412,                0.67791,                 2.0214,                 1.3567,                 2.6293,               0.002311,               0.002311,               0.002311
                    235,                0.61942,                0.38451,                 1.7802,                 0.8659,                0.96554,                0.97335,                0.67814,                 2.0215,                 1.3601,                 2.6305,               0.002278,               0.002278,               0.002278
                    236,                0.61825,                0.38652,                 1.7755,                0.86506,                0.97374,                0.97398,                 0.6782,                 2.0216,                 1.3607,                  2.629,               0.002245,               0.002245,               0.002245
                    237,                0.61315,                0.38286,                 1.7728,                0.86581,                0.97498,                0.97375,                0.67985,                 2.0206,                 1.3618,                   2.63,               0.002212,               0.002212,               0.002212
                    238,                0.61248,                 0.3824,                  1.775,                0.86343,                0.96915,                0.97261,                0.67609,                 2.0205,                 1.3799,                 2.6322,               0.002179,               0.002179,               0.002179
                    239,                0.61367,                0.38025,                 1.7808,                0.86473,                0.97231,                0.97479,                0.67871,                 2.0214,                 1.3597,                 2.6432,               0.002146,               0.002146,               0.002146
                    240,                0.61255,                0.38337,                 1.7764,                0.86384,                0.97373,                0.97498,                0.67843,                 2.0223,                 1.3703,                 2.6498,               0.002113,               0.002113,               0.002113
                    241,                0.60745,                0.37653,                 1.7752,                 0.8622,                0.96915,                0.97371,                0.67808,                 2.0225,                 1.3725,                 2.6528,                0.00208,                0.00208,                0.00208
                    242,                0.61213,                0.37633,                 1.7719,                0.86023,                0.96895,                0.97245,                0.67658,                 2.0222,                  1.385,                 2.6547,               0.002047,               0.002047,               0.002047
                    243,                0.60629,                0.37045,                 1.7752,                 0.8608,                0.96865,                0.97139,                 0.6754,                 2.0226,                 1.3766,                 2.6589,               0.002014,               0.002014,               0.002014
                    244,                0.60312,                0.37545,                 1.7782,                0.86159,                0.97231,                0.97171,                0.67567,                 2.0222,                 1.3741,                 2.6646,               0.001981,               0.001981,               0.001981
                    245,                0.60007,                 0.3704,                 1.7732,                0.86207,                0.97785,                0.97376,                0.67805,                  2.024,                 1.3747,                 2.6688,               0.001948,               0.001948,               0.001948
                    246,                0.60135,                0.37053,                  1.777,                0.86157,                0.97864,                0.97389,                0.68008,                 2.0252,                 1.3719,                 2.6713,               0.001915,               0.001915,               0.001915
                    247,                0.58984,                 0.3628,                 1.7716,                0.86296,                0.98022,                0.97393,                0.68002,                 2.0232,                 1.3801,                 2.6714,               0.001882,               0.001882,               0.001882
                    248,                0.59636,                0.36672,                 1.7749,                  0.862,                0.97844,                 0.9724,                0.67843,                 2.0221,                 1.3857,                 2.6705,               0.001849,               0.001849,               0.001849
                    249,                0.59563,                0.37067,                 1.7732,                0.86027,                0.97785,                 0.9735,                0.67978,                 2.0209,                 1.3859,                 2.6697,               0.001816,               0.001816,               0.001816
                    250,                0.59287,                0.36264,                 1.7695,                0.85682,                0.97943,                0.97229,                0.67936,                 2.0196,                 1.3837,                  2.669,               0.001783,               0.001783,               0.001783
                    251,                0.58669,                 0.3603,                 1.7701,                0.85682,                0.97231,                0.97178,                0.67966,                 2.0212,                 1.3923,                 2.6718,                0.00175,                0.00175,                0.00175
                    252,                0.58717,                 0.3603,                 1.7717,                0.85817,                0.97627,                0.97189,                0.67921,                 2.0201,                 1.3987,                 2.6694,               0.001717,               0.001717,               0.001717
                    253,                0.58517,                0.35755,                 1.7666,                0.85501,                 0.9731,                0.97251,                0.68058,                  2.017,                  1.406,                 2.6671,               0.001684,               0.001684,               0.001684
                    254,                0.58133,                0.35513,                 1.7663,                0.85325,                 0.9731,                0.97275,                0.68083,                 2.0206,                 1.4035,                 2.6742,               0.001651,               0.001651,               0.001651
                    255,                0.58214,                0.35855,                 1.7701,                0.85422,                0.97627,                0.97313,                 0.6802,                 2.0213,                 1.4145,                 2.6759,               0.001618,               0.001618,               0.001618
                    256,                 0.5816,                0.34952,                 1.7622,                0.85356,                0.97231,                0.97344,                0.68003,                 2.0204,                 1.4156,                 2.6749,               0.001585,               0.001585,               0.001585
                    257,                0.57365,                0.34872,                 1.7579,                0.85397,                0.97617,                0.97399,                 0.6811,                 2.0209,                 1.4085,                 2.6695,               0.001552,               0.001552,               0.001552
                    258,                0.57864,                0.35286,                 1.7664,                0.85011,                0.97706,                0.97323,                0.68024,                 2.0212,                 1.4085,                 2.6703,               0.001519,               0.001519,               0.001519
                    259,                0.57458,                 0.3472,                 1.7633,                0.85268,                0.97389,                0.97326,                0.68136,                 2.0191,                  1.412,                 2.6712,               0.001486,               0.001486,               0.001486
                    260,                0.56439,                0.34397,                 1.7618,                0.85028,                 0.9731,                0.97255,                0.68006,                 2.0186,                 1.4131,                 2.6738,               0.001453,               0.001453,               0.001453
                    261,                0.56764,                0.34096,                 1.7566,                0.84983,                0.97468,                0.97313,                0.68011,                 2.0201,                 1.4151,                 2.6767,                0.00142,                0.00142,                0.00142
                    262,                0.56574,                0.33995,                 1.7535,                0.85127,                0.97785,                 0.9733,                0.68057,                 2.0204,                 1.4212,                 2.6786,               0.001387,               0.001387,               0.001387
                    263,                0.56021,                0.33766,                 1.7544,                0.84909,                 0.9818,                0.97332,                0.68198,                 2.0215,                 1.4229,                 2.6838,               0.001354,               0.001354,               0.001354
                    264,                0.56115,                0.33743,                 1.7521,                0.84805,                0.97706,                0.97314,                0.68048,                 2.0212,                 1.4235,                 2.6833,               0.001321,               0.001321,               0.001321
                    265,                0.56081,                0.33317,                 1.7505,                0.84909,                0.97864,                0.97276,                0.68173,                 2.0212,                 1.4229,                 2.6745,               0.001288,               0.001288,               0.001288
                    266,                0.55309,                0.33194,                  1.749,                0.84714,                0.98101,                0.97445,                0.68136,                 2.0201,                 1.4246,                 2.6746,               0.001255,               0.001255,               0.001255
                    267,                0.54997,                0.32885,                 1.7469,                0.84666,                0.97785,                0.97265,                0.68077,                 2.0202,                 1.4239,                  2.677,               0.001222,               0.001222,               0.001222
                    268,                0.54491,                0.32748,                 1.7521,                0.84618,                 0.9792,                0.97301,                0.68071,                 2.0213,                 1.4257,                 2.6815,               0.001189,               0.001189,               0.001189
                    269,                    inf,                0.32335,                 1.7438,                0.84706,                0.98339,                0.97301,                0.67996,                 2.0214,                  1.425,                 2.6838,               0.001156,               0.001156,               0.001156
                    270,                0.54277,                 0.3264,                  1.749,                 0.8476,                0.97547,                0.97225,                0.67949,                 2.0215,                 1.4227,                 2.6873,               0.001123,               0.001123,               0.001123
                    271,                0.53764,                0.31986,                 1.7475,                 0.8476,                0.97785,                0.97175,                0.67955,                 2.0215,                 1.4245,                 2.6907,                0.00109,                0.00109,                0.00109
                    272,                0.53891,                  0.321,                 1.7436,                0.84785,                0.98022,                0.97206,                0.67954,                 2.0209,                 1.4259,                 2.6951,               0.001057,               0.001057,               0.001057
                    273,                0.53448,                0.31615,                 1.7411,                0.84897,                0.98022,                0.97189,                0.67924,                 2.0216,                 1.4357,                 2.6975,               0.001024,               0.001024,               0.001024
                    274,                 0.5359,                0.31661,                 1.7392,                0.84837,                0.97785,                0.97189,                 0.6801,                 2.0227,                 1.4312,                 2.6992,               0.000991,               0.000991,               0.000991
                    275,                0.53009,                0.31446,                 1.7409,                0.84688,                0.97864,                0.97159,                 0.6802,                 2.0215,                 1.4355,                 2.6997,               0.000958,               0.000958,               0.000958
                    276,                0.52828,                0.31154,                 1.7404,                0.84668,                0.98259,                0.97288,                0.68123,                 2.0219,                 1.4339,                 2.7017,               0.000925,               0.000925,               0.000925
                    277,                0.52637,                0.31131,                 1.7398,                0.84434,                0.97415,                0.97259,                0.67989,                 2.0208,                 1.4356,                  2.703,               0.000892,               0.000892,               0.000892
                    278,                0.52428,                0.31017,                  1.743,                0.84431,                0.98101,                0.97378,                0.68196,                 2.0229,                 1.4348,                 2.7072,               0.000859,               0.000859,               0.000859
                    279,                0.52053,                0.30732,                 1.7422,                0.84238,                0.98022,                 0.9743,                0.68267,                 2.0233,                 1.4379,                 2.7095,               0.000826,               0.000826,               0.000826
                    280,                0.51809,                0.30334,                 1.7401,                0.84112,                0.97864,                0.97324,                 0.6813,                 2.0227,                 1.4419,                 2.7114,               0.000793,               0.000793,               0.000793
                    281,                0.51939,                0.30642,                 1.7407,                0.84159,                0.97785,                0.97254,                0.68115,                 2.0228,                 1.4427,                 2.7129,                0.00076,                0.00076,                0.00076
                    282,                0.51101,                0.29823,                 1.7354,                0.84087,                0.97785,                 0.9719,                0.68042,                 2.0223,                  1.442,                  2.716,               0.000727,               0.000727,               0.000727
                    283,                0.51559,                0.30149,                 1.7386,                0.84041,                 0.9818,                0.97158,                0.68061,                 2.0217,                 1.4458,                 2.7181,               0.000694,               0.000694,               0.000694
                    284,                0.50773,                0.29801,                  1.731,                0.84055,                0.97864,                0.97075,                0.68076,                  2.021,                 1.4444,                 2.7201,               0.000661,               0.000661,               0.000661
                    285,                0.50537,                0.29521,                 1.7306,                0.84264,                0.97785,                0.97136,                0.68118,                   2.02,                 1.4477,                 2.7215,               0.000628,               0.000628,               0.000628
                    286,                0.50062,                0.28841,                 1.7317,                0.84232,                0.98048,                0.97044,                0.68165,                 2.0201,                 1.4546,                 2.7185,               0.000595,               0.000595,               0.000595
                    287,                0.50127,                0.29126,                 1.7309,                 0.8427,                 0.9818,                0.97142,                 0.6817,                 2.0184,                 1.4465,                  2.718,               0.000562,               0.000562,               0.000562
                    288,                0.49661,                 0.2892,                 1.7262,                0.83957,                0.97296,                 0.9688,                0.67964,                 2.0183,                 1.4554,                 2.7201,               0.000529,               0.000529,               0.000529
                    289,                0.49607,                0.28777,                 1.7328,                0.83798,                0.96835,                0.96825,                0.67829,                 2.0182,                 1.4568,                 2.7224,               0.000496,               0.000496,               0.000496
                    290,                0.49326,                0.28334,                 1.7244,                0.84007,                0.96756,                0.96973,                0.67779,                 2.0164,                 1.4552,                  2.724,               0.000463,               0.000463,               0.000463
                    291,                0.31215,                0.18154,                 1.5877,                0.83946,                0.96756,                0.96989,                0.68313,                 2.0022,                 1.4515,                 2.7097,                0.00043,                0.00043,                0.00043
                    292,                    inf,                0.17338,                 1.5847,                 0.8377,                0.97547,                0.96959,                0.68508,                   1.99,                 1.4494,                 2.6982,               0.000397,               0.000397,               0.000397
                    293,                0.30034,                0.17295,                 1.5772,                0.83835,                0.97468,                0.97192,                0.68804,                 1.9784,                 1.4435,                  2.687,               0.000364,               0.000364,               0.000364
                    294,                0.29997,                0.17081,                 1.5812,                0.83659,                0.97468,                0.96967,                0.68681,                 1.9683,                 1.4473,                 2.6763,               0.000331,               0.000331,               0.000331
                    295,                0.29434,                 0.1651,                 1.5785,                 0.8357,                 0.9731,                0.96894,                0.68704,                 1.9588,                 1.4582,                 2.6655,               0.000298,               0.000298,               0.000298
                    296,                0.29248,                0.16365,                 1.5801,                0.83343,                0.97706,                0.97164,                0.68918,                 1.9497,                 1.4441,                  2.657,               0.000265,               0.000265,               0.000265
                    297,                 0.2891,                0.16103,                 1.5778,                0.83233,                0.97791,                0.96985,                0.69055,                 1.9436,                 1.4428,                 2.6488,               0.000232,               0.000232,               0.000232
                    298,                0.28348,                 0.1576,                 1.5788,                0.83235,                0.97468,                0.96929,                0.69092,                 1.9366,                 1.4426,                 2.6432,               0.000199,               0.000199,               0.000199
                    299,                0.28032,                0.15369,                  1.576,                0.83138,                0.97547,                 0.9693,                0.69161,                 1.9308,                 1.4437,                 2.6378,               0.000166,               0.000166,               0.000166
                    300,                0.27994,                0.15475,                  1.577,                0.83277,                0.97785,                0.96948,                0.69341,                 1.9235,                  1.446,                 2.6309,               0.000133,               0.000133,               0.000133
